fire_name,fire_size,fire_size_class,Cause,latitude,longitude,state,discovery_month,putout_time,discovery_year,Vegetation,fire_mag,Temp_cont,Wind_cont,Hum_cont,remoteness
GOOSE CRK,16000,G,Lightning,41.8999,-114.2675,NV,Jul,5,1994,15,100,27.42318841,4.117391304,37.02898551,0.03241195
RAIN,9654,G,Equipment Use,40.6666,-116.0509,NV,Jul,2,1994,15,100,24.28082192,2.657534247,29.34246575,0.042797928
WOODHILLS,3353,F,Lightning,40.9999,-114.8009,NV,Aug,4,1994,15,50,29.615625,2.907291667,16.1875,0.039211743
RATTLESNAK,5700,G,Lightning,36.2167,-114.2175,NV,Jun,2,1994,0,100,-1,-1,-1,0.129219358
GREGERSON,43000,G,Lightning,37.25,-114.8008,NV,Jul,6,1994,0,100,29.36470588,5.276470588,21.70588235,0.102425801
MOORE,24175,G,Lightning,41.2999,-117.746,NV,Jul,2,1994,15,100,25.96458333,2.94,23.53333333,0.078289616
PORPHYRY,6125,G,Debris Burning,41.0966,-117.401,NV,Aug,2,1994,15,100,20.48125,3.856666667,19.63333333,0.070738083
OSCURA,10000,G,Lightning,33.8834,-106.0672,NM,Jun,2,1994,16,100,30.54166667,6.483333333,18.33333333,0.29392615
ORGAN,13804,G,Lightning,32.2834,-107.1672,NM,Jun,18,1994,12,100,31.90113636,2.479545455,21.65530303,0.306779209
HAT,9000,G,Lightning,32.0668,-105.9172,NM,Jun,19,1994,12,100,31.42230483,2.481412639,23.50929368,0.329635496
LOVELACE,5200,G,Lightning,33.9334,-105.9672,NM,Jun,9,1994,16,100,30.83888889,4.400925926,16.73611111,0.294507029
BLACK,11500,G,Lightning,33.5334,-106.8339,NM,Jul,2,1994,16,100,26.40441176,3.108823529,36.16911765,0.288836533
SHEARING,3255,F,Lightning,33.6784,-104.7605,NM,Jul,2,1994,16,50,35.39117647,3.658823529,17.76470588,0.317201927
SOUTH,3230,F,Lightning,33.2851,-104.9289,NM,Jul,2,1994,16,50,35.39117647,3.658823529,17.76470588,0.321934889
EPPERS,5847,G,Lightning,33.8568,-104.8655,NM,Aug,1,1994,16,100,31.7,3.305882353,27.41176471,0.312356463
RED POINT,4889,F,Lightning,42.0782,-118.5943,OR,Jul,3,1994,9,50,-1,-1,-1,0.098161353
FERRYCANYN,9006,G,Campfire,45.3832,-120.5178,OR,Jun,9,1994,9,100,22.27086093,6.460666667,43.34666667,0.150392737
SMITHCANYN,10400,G,Lightning,45.4165,-120.8678,OR,Jul,6,1994,9,100,27.24329897,7.008247423,40.41237113,0.156762651
CHINA HAT,4000,F,Lightning,44.6832,-119.6678,OR,Jul,3,1994,15,50,-1,-1,-1,0.131460184
NARROWS,7000,G,Lightning,45.6498,-120.5178,OR,Jul,3,1994,15,100,27.54489796,6.853061224,50.53061224,0.151845397
LITTLFERRY,10050,G,Lightning,43.3999,-120.5011,OR,Jul,4,1994,9,100,-1,-1,-1,0.140008671
HORN BUTTE,7000,G,Lightning,45.6499,-119.9845,OR,Aug,4,1994,15,100,26.559375,3.680208333,32.10416667,0.14247272
THIRTYMILE,13800,G,Lightning,45.1665,-120.3345,OR,Aug,3,1994,9,100,25.21458333,7.166666667,57.06382979,0.145973471
SWAMP CRK,44140,G,Lightning,43.3665,-118.101,OR,Aug,7,1994,9,100,-1,-1,-1,0.095831523
MILFORDBEN,10700,G,Lightning,38.3666,-112.8675,UT,Jul,3,1994,0,100,22.86666667,2.688888889,44.22222222,0.112405462
BITTCRCOMP,3820,F,Equipment Use,39.3333,-109.1007,UT,Jun,4,1994,0,50,27.2,0,24,0.151852792
ANTELOPEMT,8600,G,Lightning,38.6166,-112.8508,UT,Jul,10,1994,0,100,27.8952381,2.336507937,31.6031746,0.108375529
WHITEROCKS,6500,G,Lightning,40.3249,-112.8491,UT,May,1,1994,14,100,-1,-1,-1,0.079485845
SIMPSON BT,7750,G,Arson,40.0499,-112.8508,UT,Jun,1,1994,14,100,20.04285714,4.6,38.42857143,0.084074759
DAVIS MTN,6500,G,Arson,40.1499,-112.7008,UT,Jun,1,1994,14,100,17.73333333,4.45,45.54166667,0.084627015
ROUND TOP,8000,G,Miscellaneous,40.1999,-112.7175,UT,Jun,1,1994,14,100,26.1173913,2.843478261,32.13043478,0.083538986
POSTHOLLOW,13235,G,Lightning,40.2999,-112.7841,UT,Jul,6,1994,14,100,-1,-1,-1,0.080871236
LAKESIDE,3600,F,Lightning,40.8833,-112.7675,UT,Jul,3,1994,15,50,-1,-1,-1,0.071375437
E HARKER,12837,G,Lightning,39.9666,-112.4841,UT,Aug,7,1994,0,100,24.38571429,2.695833333,41.63095238,0.090935139
REILLY CNY,3083,F,Lightning,39.9499,-113.8675,UT,Aug,38,1994,0,50,25.79844852,1.847954866,27.07485876,0.070582855
COLDCREEK,4590,F,Miscellaneous,46.5499,-119.8345,WA,Jul,0,1994,15,50,0,0,0,0.145138058
ELLEMHAN,3073,F,Lightning,48.8999,-119.6012,WA,Aug,2,1994,16,50,-1,-1,-1,0.156391959
TUNK,4800,F,Lightning,48.5832,-119.4678,WA,Aug,4,1994,16,50,-1,-1,-1,0.152038999
SQUAW MTN.,3630,F,Lightning,42.2666,-105.2672,WY,Jun,6,1994,9,50,-1,-1,-1,0.157183539
BARREL SPR,13400,G,Lightning,44.7666,-106.5339,WY,Aug,3,1994,15,100,21.53802817,3.119642857,33.85714286,0.097402225
ADAIR #2,8055,G,Lightning,48.74367,-114.06689,MT,Aug,110,1994,16,100,16.74761255,2.27053206,53.25104603,0.065873754
STARVATION CREEK,3954,F,Lightning,48.96763,-114.36123,MT,Aug,108,1994,16,50,15.800271,2.191869919,54.68079096,0.072556989
ESTUFA,3774,F,Lightning,29.33353,-103.16711,TX,Jul,8,1994,12,50,27.86162162,2.94,55.2,0.422337684
WESTEX,3190,F,Powerline,30.6,-103.8833,TX,Apr,1,1994,12,50,15.58333333,4.3,38.95833333,0.387631073
MARCUS,6250,G,Lightning,31.98053,-104.88544,TX,Jun,8,1994,12,100,-1,-1,-1,0.346749752
TERN,4728,F,Lightning,44.59995,-110.26742,WY,Aug,55,1994,15,50,15.07417582,2.983333333,0,0.047114982
ROBINSON,8482,G,Lightning,44.21659,-111.08411,ID,Sep,35,1994,15,100,10.02015504,1.68828125,44,0.041528218
HORIZON,3560,F,Lightning,37.6663,-119.51638,CA,Aug,10,1994,0,50,28.3325,5.622083333,72.50833333,0.09894955
CK CREEK,11067,G,Lightning,47.683,-108.183,MT,Aug,9,1994,15,100,22.99512195,3.659512195,48.28780488,0.033717888
CHICAGOLAK,4690,F,Miscellaneous,47.03333333,-99.38333333,ND,Apr,1,1994,15,50,11.5125,4.925,43.08333333,0.182361376
COTTONWOOD,3641,F,Arson,33.593,-104.45,NM,Apr,1,1994,16,50,21.9625,5.154166667,15.29166667,0.323401281
SEEHORN 94,3650,F,Lightning,32.75,-106.55,NM,Jul,3,1994,12,50,34.678125,2.825,16.71875,0.307486562
CENTRAL P,3796,F,Arson,34.709,-98.6236,OK,Aug,15,1994,16,50,27.84254144,4.610220994,58.90883978,0.388245643
BADGER,7910,G,Lightning,41.6253,-119.298,NV,Jul,4,1994,15,100,31.37142857,2.8,25.42857143,0.109265928
UNIT3ARSON,9912,G,Arson,29.666,-94.1333,TX,Nov,3,1994,12,100,-1,-1,-1,0.549716857
UNIT1ARSON,13400,G,Arson,29.633,-94.2167,TX,Dec,2,1994,12,100,-1,-1,-1,0.549148709
UNIT6ARSON,6670,G,Arson,29.683,-94.0667,TX,Jan,0,1994,12,100,0,0,0,0.550352218
ORACLE,3600,F,Lightning,32.66871125,-110.6926487,AZ,Jun,2,1994,12,50,36.35,4.589583333,19.58333333,0.246229841
SCISSORSVILLE BRANCH,4552,F,Fireworks,37.62337371,-82.11828449,WV,Oct,11,1994,0,50,-1,-1,-1,0.557740197
GOOD FRIDAY,6885,G,Lightning,41.87944444,-100.4841667,NE,Apr,1,1995,15,100,16.63333333,7.483333333,34,0.231327465
HETT,19725,G,Lightning,33.545,-109.14,AZ,Jul,42,1995,16,100,29.71365222,1.751220727,32.81763827,0.253860422
ED,3750,F,Lightning,33.445,-109.28,AZ,Jun,44,1995,16,50,28.50506576,1.839376218,29.54191033,0.253559108
W/S,3038,F,Miscellaneous,33.41166667,-108.6066667,NM,Oct,12,1995,16,50,-1,-1,-1,0.264349829
SOUTH,10000,G,Lightning,33.39833333,-108.1333333,NM,Apr,99,1995,16,100,16.05970434,4.737958989,22.13733906,0.271740455
BONNER,29000,G,Lightning,33.185,-107.8516667,NM,Jun,23,1995,16,100,25.26842428,3.500613121,32.90496628,0.279887401
SPRITE,7691,G,Lightning,33.25833333,-108.5683333,NM,Jul,29,1995,16,100,0,0,0,0.267724246
H.B.,13000,G,Campfire,33.68,-108.5466667,NM,Jul,29,1995,16,100,0,0,0,0.260372332
Q-BALL,4300,F,Lightning,32.97333333,-108.3066667,NM,Sep,42,1995,12,50,-1,-1,-1,0.276886281
BASIN,22092,G,Lightning,33.95,-111.5833333,AZ,Jul,8,1995,16,100,27.55434783,2.689130435,38.02173913,0.209474661
SQUAW,7000,G,Lightning,34.15,-112.02,AZ,Jul,2,1995,16,100,0,0,0,0.199239241
RIVER,9500,G,Miscellaneous,33.58333333,-111.585,AZ,Jul,3,1995,16,100,0,0,0,0.216054679
BATTLE CREEK,11034,G,Lightning,40.51,-115.3683333,NV,Aug,6,1995,15,100,19.26503497,2.577622378,30.73426573,0.038804568
TERRA,7063,G,Miscellaneous,40.21666667,-112.7166667,UT,Jul,4,1995,14,100,21.14827586,3.894252874,54,0.083269953
PERRY CANYON,3090,F,Lightning,41.43666667,-112.02,UT,Aug,3,1995,15,50,26.62173913,4.408695652,24.69565217,0.073231713
BUTTERFIELD,7083,G,Arson,32.975,-116.4416667,CA,Jun,7,1995,12,100,-1,-1,-1,0.152568161
EL MONTE,8100,G,Smoking,32.88833333,-116.8266667,CA,Aug,7,1995,12,100,30.35522388,2.73880597,0,0.148188011
POLE,5550,G,Miscellaneous,37.41333333,-118.6,CA,Jun,36,1995,0,100,22.15080214,3.579545455,35.65374332,0.079602888
VERBENIA,23455,G,Equipment Use,33.95166667,-116.6916667,CA,Aug,8,1995,16,100,31.80612245,3.932653061,29,0.131275486
APACHE,3500,F,Arson,33.925,-116.7966667,CA,Sep,4,1995,16,50,19.25517241,3.468965517,55.26315789,0.130133745
TERRAPIN CREEK,3321,F,Arson,33.86916667,-85.42333333,AL,Apr,7,1995,16,50,17.61677419,2.436184211,65.09923664,0.5891612
SAG CORRIDOR,12600,G,Campfire,48.00666667,-90.77333333,MN,Aug,12,1995,15,100,-1,-1,-1,0.333095939
LITTLE GABBRO,3048,F,Lightning,47.85666667,-91.605,MN,Jun,55,1995,15,50,19.59474453,2.366277372,68.91135303,0.318740001
R92,3500,F,Miscellaneous,47.8666,-95.2669,MN,Apr,1,1995,15,50,-3.3125,4.379166667,41.79166667,0.255480853
MONTEZUMA,6512,G,Arson,33.2509,-112.2193,AZ,Jun,2,1995,16,100,33.125,2.341666667,12.16666667,0.212384824
CHUICHU02,4300,F,Lightning,32.7834,-111.784,AZ,Jun,0,1995,12,50,0,0,0,0.22749744
LOST,6687,G,Lightning,35.785,-113.7858,AZ,Jul,3,1995,15,100,31.37488372,3.983255814,16.62325581,0.143346582
532370,6060,G,Lightning,66.3661,-154.7526,AK,Jul,59,1995,0,100,13.91088825,2.880420248,69.13422819,0.672828108
LIV E 19,8500,G,Lightning,65.3329,-147.8025,AK,Jul,32,1995,0,100,15.93385827,3.615258856,63.25205479,0.601522516
MUD MTN,3759,F,Lightning,36.5833,-113.8008,AZ,Jun,2,1995,0,50,15.58015306,6.738123275,80.47750611,0.129149013
NEVERSHINE,5034,G,Lightning,36.2,-113.8508,AZ,Jun,7,1995,0,100,27.46181818,4.553535354,17.8040404,0.135082711
TASTEFULL,8682,G,Lightning,36.5833,-113.9008,AZ,Jun,5,1995,0,100,17.32734595,6.775576274,79.79835432,0.127632462
STOVE,9380,G,Miscellaneous,34.75,-113.7674,AZ,Jun,5,1995,16,100,23.14330484,6.073428571,21.73428571,0.161907891
WHITECANYO,5471,G,Miscellaneous,33.102,-111.1354,AZ,Jun,6,1995,16,100,-1,-1,-1,0.231609095
TOWERII,6445,G,Lightning,36.0167,-113.9841,AZ,Jun,3,1995,0,100,26.28925234,4.648130841,17.94859813,0.136266348
SENATORII,3800,F,Lightning,35.8,-114.3175,AZ,Jul,2,1995,15,50,32.02657343,4.042657343,16.27272727,0.134993052
JOESHILL,6000,G,Lightning,34.2,-112.034,AZ,Jul,2,1995,16,100,0,0,0,0.198129716
ICEHOUSE,3408,F,Children,34.8389,-114.5458,AZ,May,5,1995,16,50,15.85216138,4.768587896,30.16426513,0.148447278
46,7495,G,Powerline,35.6166,-119.7676,CA,Jun,0,1995,15,100,0,0,0,0.098904899
PEORIA,3212,F,Powerline,37.9333,-120.5344,CA,Jul,2,1995,0,50,28.44791667,5.140909091,43.53488372,0.120292535
MIDWAY,8845,G,Arson,35.2833,-119.5176,CA,Aug,0,1995,15,100,0,0,0,0.09297598
DAWSON,4591,F,Children,33.75,-117.4175,CA,Jul,2,1995,16,50,0,0,0,0.123683472
SYCAMORE,9410,G,Smoking,32.6167,-116.7842,CA,Aug,5,1995,12,100,26.3509434,3.58490566,62.0754717,0.153725445
INITIAL PT,6237,G,Powerline,43.40793,-116.38835,ID,Jul,1,1995,9,100,23.50416667,4.033333333,32.20833333,0.064880161
POT HOLE,3842,F,Lightning,42.7332,-115.5176,ID,Jul,1,1995,4,50,25.39583333,3.329166667,34.125,0.044766623
TWIN BUTTE,30237,G,Lightning,42.7399,-115.0842,ID,Jul,4,1995,4,100,-1,-1,-1,0.036867669
POINT,11622,G,Lightning,43.38306,-116.42594,ID,Jul,1,1995,9,100,29.35416667,3.3125,22.29166667,0.065408198
TUANA,64193,G,Lightning,42.5282,-115.4642,ID,Jul,3,1995,4,100,21.81111111,5.304166667,38.44444444,0.042500342
S. CLOVER,13456,G,Lightning,42.3532,-115.3876,ID,Jul,3,1995,9,100,24,5.361111111,29.32352941,0.039999073
INSIDE DES,4312,F,Lightning,42.3099,-115.5626,ID,Jul,3,1995,9,50,16.84,5.36,34.73333333,0.042966697
CASSIAGLCH,3140,F,Lightning,42.8691,-115.1848,ID,Jul,2,1995,4,50,-1,-1,-1,0.0395424
BLUE GULCH,15234,G,Lightning,42.4549,-115.0159,ID,Jul,4,1995,9,100,24.06470588,4.9,24.85106383,0.033785195
SIGNALBUT.,6698,G,Equipment Use,42.1766,-115.0659,ID,Oct,2,1995,9,100,14.73076923,5.065384615,31.03846154,0.032950888
CROSSROAD,4291,F,Lightning,43.3616,-113.1942,ID,Sep,1,1995,9,50,18.1,2.564285714,35.42857143,0.024596256
BLACKFOOT,3980,F,Miscellaneous,43.3455,-112.5275,ID,Oct,1,1995,9,50,7.15,3.9375,63,0.034592837
INDIANALOT,3500,F,Lightning,42.9618,-114.8667,ID,Jul,1,1995,4,50,-1,-1,-1,0.034347024
WALCOTT,3643,F,Lightning,42.7166,-113.4175,ID,Jul,2,1995,4,50,21.94166667,4.458333333,51.58333333,0.031705627
BEARTRAP,20500,G,Debris Burning,42.808,-113.4972,ID,Aug,1,1995,4,100,18.66666667,2.733333333,62,0.029058254
LAIDLAW,5478,G,Lightning,43.0166,-113.7509,ID,Aug,1,1995,9,100,-1,-1,-1,0.021972977
GRANT COUL,3506,F,Debris Burning,48.0956,-107.3545,MT,Sep,2,1995,15,50,14.65625,4.195833333,31.04166667,0.050077144
FRENCHIE1,3657,F,Lightning,40.4499,-116.2842,NV,Jul,1,1995,14,50,30.02857143,5.1,20.42857143,0.046166495
DANN,22890,G,Lightning,40.3833,-116.3676,NV,Jul,4,1995,14,100,29.22413793,4.603448276,19.17241379,0.047438012
IZEN,23750,G,Lightning,40.9166,-116.9009,NV,Sep,4,1995,15,100,24.12,4.253333333,24.63333333,0.060312744
DOENTS1,5000,G,Arson,36.9333,-116.2175,NV,Aug,2,1995,0,100,-1,-1,-1,0.086344457
BUFFALO,8600,G,Lightning,40.4282,-117.5209,NV,Jul,2,1995,14,100,28.25,7.626666667,17.93333333,0.069872878
JUPITER,4405,F,Lightning,40.8799,-117.8424,NV,Sep,3,1995,15,50,19.09166667,3.168055556,34.44444444,0.078138005
BARBER CYN,7059,G,Lightning,40.7202,-117.8996,NV,Sep,3,1995,15,100,19.09166667,3.168055556,34.44444444,0.078499049
RADIO,5940,G,Lightning,33.8501,-104.9839,NM,May,1,1995,16,100,27.75294118,4.729411765,36.29411765,0.310714994
CINDERBTTE,5750,G,Smoking,43.5999,-120.0678,OR,Aug,2,1995,9,100,-1,-1,-1,0.13303368
INDIAN FT,14000,G,Lightning,42.6385,-117.5365,OR,Jul,2,1995,4,100,-1,-1,-1,0.08139911
BATTLE CR,15210,G,Lightning,42.5665,-117.5676,OR,Jul,2,1995,4,100,-1,-1,-1,0.081577495
MILFORDPAS,9062.5,G,Lightning,38.3614,-112.9116,UT,Jul,3,1995,0,100,24.07777778,3.955555556,29.55555556,0.111832499
CEDAR POCK,12641.2,G,Lightning,37.0478,-113.7627,UT,Jul,2,1995,0,100,19.27174441,6.705830189,81.10354501,0.121651219
VC#2,3500,F,Lightning,38.8333,-109.7173,UT,Jun,1,1995,0,50,22.7,0,29,0.151368131
TRIANGLE,5343,G,Lightning,38.9,-109.0507,UT,Jul,5,1995,0,100,28,4.6,38.5,0.160078914
TURKEY,9047,G,Lightning,39.7166,-111.9174,UT,Aug,5,1995,0,100,23.23565217,3.873043478,47.30434783,0.103589286
LAVA RIDGE,11453,G,Lightning,38.7833,-112.6508,UT,Sep,5,1995,0,100,17.20333333,2.246666667,49.56666667,0.108523755
STANSBURY,4840,F,Miscellaneous,40.6586,-112.5058,UT,Jul,4,1995,15,50,-1,-1,-1,0.079000946
PUDDLE VLY,30720,G,Lightning,40.9849,-112.973,UT,Aug,4,1995,15,100,-1,-1,-1,0.066641031
REDLAM,35000,G,Miscellaneous,40.6638,-112.9761,UT,Aug,4,1995,15,100,-1,-1,-1,0.071935933
DUGWAY 3,11610,G,Lightning,40.2666,-112.8491,UT,Sep,3,1995,14,100,-1,-1,-1,0.080462733
COVINGTON,5521,G,Lightning,34.05841,-116.30474,CA,Jul,4,1995,16,100,36.87,3.6075,16.2625,0.135328836
VISION,12354,G,Campfire,38.0831,-122.875,CA,Oct,13,1995,0,100,0,0,0,0.167929096
E112,5948,G,Equipment Use,25.434908,-80.655906,FL,Apr,32,1995,12,100,24.81952663,3.64769688,72.92749245,0.825279764
MCRNORTH,3800,F,Arson,29.75,-94.1,TX,Sep,1,1995,12,50,25.125,3.908333333,0,0.548563907
WESTSIDE,17835,G,Miscellaneous,34.7842,-98.8082,OK,Jan,7,1995,16,100,0,0,0,0.384169278
MCFWEST3,5388,G,Arson,29.633,-94.1833,TX,Jan,1,1995,12,100,-1,-1,-1,0.549633763
RIO,24505,G,Lightning,33.69717782,-111.7727772,AZ,Jul,6,1995,16,100,42.2,5.1,17,0.211142545
POT,7000,G,Lightning,34.57166667,-111.4016667,AZ,Jun,6,1996,16,100,8.278947368,4.492592593,0,0.201079962
CLARK PEAK,6716,G,Miscellaneous,32.69833333,-109.9566667,AZ,Apr,22,1996,12,100,24.68655241,2.128609097,13.82992749,0.256891278
HORSESHOE,8650,G,Miscellaneous,35.42,-111.7816667,AZ,May,7,1996,15,100,-1,-1,-1,0.18020265
PINATOSA,7100,G,Miscellaneous,34.20833333,-105.7766667,NM,Mar,5,1996,16,100,-1,-1,-1,0.292326478
DAMON/LONG,23398,G,Lightning,41.565,-121.2466667,CA,Aug,4,1996,15,100,21.5,3.475,40.75,0.14606458
LONE,58960,G,Campfire,33.70666667,-111.3366667,AZ,Apr,17,1996,16,100,0,0,0,0.217609412
BELLI,6700,G,Arson,39.48333333,-119.9816667,NV,Aug,5,1996,0,100,21.63253968,1.705555556,35.88095238,0.114053957
DALTON 3,3032,F,Lightning,41.73861111,-121.0733333,CA,Aug,3,1996,15,50,0,0,0,0.143426244
HENRY'S,9500,G,Lightning,43.17833333,-105.7483333,WY,Sep,1,1996,9,100,-1,-1,-1,0.134900949
MURPHY RIDGE,3776,F,Lightning,42.185,-105.41,WY,Aug,9,1996,9,50,-1,-1,-1,0.156539395
BEAR CREEK,3718,F,Lightning,42.19833333,-105.4666667,WY,Aug,9,1996,9,50,-1,-1,-1,0.155503848
RACER,7376,G,Lightning,37.45333333,-113.78,UT,Jul,4,1996,0,100,0,0,0,0.114372585
STOCKWELL,3400,F,Lightning,44.54944444,-107.0602778,WY,Aug,21,1996,15,50,20.30045147,2.526862302,42.71201814,0.093548718
QUINN,58307,G,Lightning,41.97,-117.565,NV,Aug,7,1996,15,100,-1,-1,-1,0.078310812
SMILEY,4010.3,F,Lightning,41.01833333,-115.1683333,NV,Aug,3,1996,15,50,18.75342466,2.92739726,29.60273973,0.033425185
JEFFERSON 0482,3648,F,Smoking,44.60055556,-121.6883333,OR,Jul,70,1996,15,50,-1,-1,-1,0.167328636
BRIDGE,20000,G,Lightning,44.67333333,-114.6866667,ID,Aug,96,1996,15,100,0,0,0,0.043053994
DISAPPOINTMENT,3840,F,Lightning,37.81388889,-108.5725,CO,Jul,6,1996,0,50,22.42962963,3.219259259,27.07462687,0.186095842
BIG BRUIN/PNF,8100,G,Lightning,45.445,-115.0833333,ID,Aug,53,1996,9,100,1,0,0,0.055661457
FAYETTE,4500,F,Miscellaneous,42.91666667,-109.7916667,WY,Oct,6,1996,4,50,44,0,0,0.081324238
SWET CREEK,38710,G,Lightning,45.57,-114.7516667,ID,Jul,88,1996,15,100,18.73743922,2.102106969,39.86709887,0.05087782
MAJOR 1,3149,F,Miscellaneous,29.24166667,-81.66666667,FL,May,12,1996,12,50,-1,-1,-1,0.733263837
EVAN'S WEST 1321,4320,F,Lightning,43.84111111,-121.1391667,OR,Aug,10,1996,9,50,-1,-1,-1,0.153786435
BRIDGER KNOLL,35907,G,Lightning,36.455,-112.4383333,AZ,Jun,36,1996,0,100,0,0,0,0.152016534
JUMP,17688,G,Lightning,36.58,-112.5666667,AZ,Jun,34,1996,0,100,0,0,0,0.147888192
BULL,8332,G,Lightning,44.86833333,-118.6833333,OR,Aug,34,1996,15,100,-1,-1,-1,0.114959971
SUMMIT,37835,G,Lightning,44.77666667,-118.6416667,OR,Aug,34,1996,15,100,-1,-1,-1,0.113678893
TOWER,50633,G,Lightning,45.075,-118.5666667,OR,Aug,26,1996,9,100,17.84405145,2.545337621,45.66344605,0.114122842
WHEELER POINT,22000,G,Miscellaneous,44.96,-119.8766667,OR,Aug,7,1996,15,100,-1,-1,-1,0.136707784
CHARLTON,10400,G,Lightning,43.79666667,-122.035,OR,Aug,48,1996,9,100,-1,-1,-1,0.169974488
WARRIORS FACE,4104,F,Lightning,45.71166667,-114.6716667,ID,Jul,89,1996,15,50,23.23076923,2.118461538,44.73846154,0.050586732
SOUTH TEMPERANCE,4130,F,Lightning,47.935,-90.775,MN,Jun,12,1996,15,50,-1,-1,-1,0.333076596
WHITEFEATHER LAKE,4750,F,Lightning,48.15,-91.98666667,MN,Jun,19,1996,15,50,18.5203125,2.641964286,70.36239782,0.312224854
HOCKDERFFER,16400,G,Lightning,35.38,-111.7533333,AZ,Jun,13,1996,15,100,-1,-1,-1,0.181341501
SLOANS RIDGE,10137,G,Lightning,44.90027778,-118.2938889,OR,Jul,26,1996,15,100,19.24916944,2.453820598,42.13953488,0.108238266
ELBOW BASIN,3650,F,Lightning,48.93,-120.8333333,WA,Jul,44,1996,16,50,-1,-1,-1,0.176745702
POLE CREEK,10405.2,G,Lightning,38.185,-112.3866667,UT,Jun,17,1996,0,100,19.98409091,6.029069767,25.3255814,0.122741294
CANYON,3328,F,Miscellaneous,35.45333333,-118.78,CA,Jun,1,1996,15,50,30.52083333,2.995833333,38.25,0.077926825
SHEPARD MTN,14890,G,Lightning,45.17833333,-109.655,MT,Aug,18,1996,9,100,18.64269142,2.822273782,33.0812065,0.04660008
CANYON,9523,G,Campfire,37.62166667,-103.6216667,CO,Apr,3,1996,0,100,13.90638298,5.768085106,30.55319149,0.262280284
BUFFALO CREEK,11875,G,Campfire,39.33833333,-105.3383333,CO,May,6,1996,0,100,0,0,0,0.206834505
COYOTE,3500,F,Equipment Use,46.87333333,-110.8483333,MT,Aug,10,1996,15,50,22.40944882,3.993307087,35.43478261,0.00311257
MADDALENA,4660,F,Equipment Use,39.83666667,-120.285,CA,Jul,5,1996,0,50,19.64347826,1.527826087,51.89908257,0.121234655
WILDCAT,10146.2,G,Lightning,44.295,-118.7416667,OR,Jul,50,1996,15,100,-1,-1,-1,0.112681701
DOME,16575,G,Campfire,35.77666667,-106.415,NM,Apr,26,1996,15,100,20.61932115,4.045026178,14.80890052,0.254361234
EIGHTH STREET,15263,G,Equipment Use,43.64277778,-116.185,ID,Aug,7,1996,9,100,23.13977273,3.736931818,40.47727273,0.062679608
SHEEP CREEK,16100,G,Lightning,45.43666667,-116.5225,ID,Aug,26,1996,9,100,-1,-1,-1,0.080579397
SALT CREEK,52600,G,Lightning,45.56555556,-116.5719444,OR,Aug,38,1996,15,100,-1,-1,-1,0.082329527
DAM,4800,F,Lightning,45.26,-116.6875,ID,Aug,26,1996,9,50,-1,-1,-1,0.082251718
LOOKOUT,17000,G,Lightning,33.215,-108.62,NM,Jun,90,1996,16,100,-1,-1,-1,0.267733545
LANGSTROTH,6500,G,Lightning,33.27333333,-108.495,NM,Jun,54,1996,16,100,-1,-1,-1,0.268559077
ACKERSON,12371,G,Lightning,37.855,-119.8266667,CA,Aug,29,1996,0,100,0,0,0,0.105777932
COYOTE PNF,4283,F,Lightning,44.99333333,-110.43,MT,Jun,116,1996,15,50,21.51975309,2.620987654,0,0.038502818
UPLAND ISLAND,3936,F,Arson,31.105,-94.35833333,TX,Feb,4,1996,12,50,19.63541667,3.178125,61.89583333,0.51851457
FORK,83323,G,Arson,39.25833333,-122.9166667,CA,Aug,27,1996,0,100,22.51811024,1.612559618,44.71224165,0.171428269
SPRING,16358,G,Lightning,43.035,-122.535,OR,Aug,63,1996,9,100,21.38059701,2.299253731,53.46067416,0.17604563
TRIMMER 2,5607,G,Arson,36.87,-119.3133333,CA,Aug,2,1996,0,100,28.0625,2.808333333,48.625,0.092557551
ADELAIDE,15706.4,G,Lightning,38.75,-112.35,UT,Aug,13,1996,0,100,22.77464789,2.650704225,30.76056338,0.113595229
ALDERRIDGE,3570,F,Lightning,42.96833333,-121.1438889,OR,Aug,8,1996,4,50,20.87378641,2.350970874,49.01463415,0.149912078
GRAND,10925,G,Miscellaneous,34.45944444,-118.9375,CA,Apr,6,1996,16,100,20.28768116,3.184057971,53.66666667,0.087693628
BEE #2,9620,G,Miscellaneous,33.735,-116.835,CA,Jun,7,1996,16,100,31.27857143,4.2,28.9047619,0.132923338
MARPLE,22000,G,Arson,34.525,-118.6433333,CA,Aug,9,1996,16,100,-1,-1,-1,0.091076796
HIGHWAY 58,106668,G,Equipment Use,35.42,-120.4227778,CA,Aug,10,1996,15,100,17.9375,3.716666667,71.05780347,0.112197256
HONDO,7525,G,Debris Burning,36.63166667,-105.6666667,NM,May,5,1996,0,100,15.03416667,4.2175,17.025,0.250071081
WILD,25620,G,Arson,35.96833333,-121.4833333,CA,Oct,11,1996,15,100,0,0,0,0.135318515
SUR,4410,F,Miscellaneous,36.24833333,-121.7483333,CA,Oct,12,1996,0,50,14.17924528,3.058490566,57.53551913,0.14131703
CODY,4000,F,Arson,34.6334,-96.2836,OK,Feb,1,1996,16,50,-1,-1,-1,0.423322693
SPRINGER,3119,F,Arson,34.0668,-97.1336,OK,Feb,1,1996,16,50,-1,-1,-1,0.421827933
